review_priority,evidence_basis,code,description_en,description_pt,nanda_domain,nanda_class,nanda_source_page,nanda_pdf_page,nic_code,nic_label_en,nic_label_pt,nic_reuse_count,noc_code,noc_label_en,noc_label_pt,noc_reuse_count,mapping_confidence,mapping_status,contextual_alternative_count,contextual_nic_codes,contextual_noc_codes,mapping_reference,mapping_rationale,mapping_review_date
medium,edition_baseline_plus_semantic_match,00129,Chronic confusion,Confusão crônica,5,4,406,502,6460,Dementia Management,Controle da Demência,1,0900,Cognition,Cognição,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Dementia Management is specific to chronic confusional states; Cognition measures status.,2026-09-08
medium,edition_baseline_plus_semantic_match,00131,Impaired memory,Memória prejudicada,5,4,414,511,4760,Memory Training,Treinamento da Memória,1,0908,Memory,Memória,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Memory Training and Memory directly target impaired memory.,2026-09-08
medium,edition_baseline_plus_semantic_match,00132,Acute pain,Dor aguda,12,1,641,806,1400,Pain Management,Controle da Dor,5,2102,Pain Level,Nível de Dor,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pain Management and Pain Level directly address pain diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00133,Chronic pain,dor crônica,12,1,643,809,1400,Pain Management,Controle da Dor,5,2102,Pain Level,Nível de Dor,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pain Management and Pain Level directly address pain diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00138,Risk for other-directed violence,Risco de violência direcionada a terceiros,11,3,596,749,6487,Environmental Management: Violence Prevention,Controle do Ambiente: Prevenção da Violência,1,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Violence-prevention environmental management and Risk Control directly address other-directed violence risk.,2026-09-08
medium,edition_baseline_plus_semantic_match,00194,Neonatal Hyperbilirubinemia,Hiperbilirrubinemia neonatal,2,4,306,369,6924,Phototherapy: Neonate,Fototerapia: Neonato,2,0118,Newborn Adaptation,Adaptação do Recém-Nascido,2,high,curated_current_editions_contextual,0,,,https://uvadoc.uva.es/handle/10324/76379,Phototherapy: Neonate is current NIC; Newborn Adaptation provides a broader measurable neonatal outcome including bilirubin-related transition.,2026-09-08
medium,edition_baseline_plus_semantic_match,00205,Risk for shock,Risco de choque,11,2,589,740,4250,Shock Management,Controle do Choque,1,0401,Circulation Status,Estado Circulatório,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Shock Management and Circulation Status are direct safety/circulation targets.,2026-09-08
medium,edition_baseline_plus_semantic_match,00217,Risk for allergic reaction,Risco de reação alérgica,11,5,618,775,6410,Allergy Management,Controle de Alergias,1,0707,Immune Hypersensitivity Response,Resposta de Hipersensibilidade Imunológica,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Allergy Management and Immune Hypersensitivity Response directly address allergic-reaction risk.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00222,Ineffective impulse control,Controle de impulsos ineficaz,5,4,408,504,4370,Impulse Control Training,Treinamento para Controle de Impulsos,1,1405,Self-Control of Impulses,Autocontrole dos Impulsos,1,high,curated_current_editions_contextual,0,,,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Impulse Control Training and Self-Control of Impulses directly align with ineffective impulse control in the current editions.,2026-09-08
medium,edition_baseline_plus_semantic_match,00230,Risk for neonatal hyperbilirubinemia,Risco de hiperbilirrubinemia neonatal,2,4,308,371,6924,Phototherapy: Neonate,Fototerapia: Neonato,2,0118,Newborn Adaptation,Adaptação do Recém-Nascido,2,high,curated_current_editions_contextual,0,,,https://uvadoc.uva.es/handle/10324/76379,Phototherapy: Neonate is current NIC; Newborn Adaptation provides a broader measurable neonatal outcome including bilirubin-related transition.,2026-09-08
medium,edition_baseline_plus_semantic_match,00235,Chronic functional constipation,constipação funcional crônica,3,2,334,406,0450,Constipation/Impaction Management,Controle da Constipação/Impactação,2,0501,Bowel Elimination,Eliminação Intestinal,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Constipation/Impaction Management is diagnosis-specific; Bowel Elimination measures resolution.,2026-09-08
medium,edition_baseline_plus_semantic_match,00236,Risk for chronic functional constipation,Risco de constipação funcional crônica,3,2,336,409,0450,Constipation/Impaction Management,Controle da Constipação/Impactação,2,0501,Bowel Elimination,Eliminação Intestinal,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Constipation/Impaction Management is diagnosis-specific; Bowel Elimination measures resolution.,2026-09-08
medium,edition_baseline_plus_semantic_match,00240,Risk for decreased cardiac output,Risco de diminuição do débito cardíaco,4,4,375,461,4040,Cardiac Care,Cuidados Cardíacos,1,0400,Cardiac Pump Effectiveness,Eficácia da Bomba Cardíaca,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Cardiac Care and Cardiac Pump Effectiveness directly address cardiac-output risk.,2026-09-08
medium,edition_baseline_plus_semantic_match,00247,Risk for impaired oral mucous membrane integrity,Risco de comprometimento da integridade da mucosa oral,11,2,578,724,1710,Oral Health Maintenance,Manutenção da Saúde Oral,4,1101,Tissue Integrity: Skin & Mucous Membranes,Integridade Tissular: Pele e Mucosas,6,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Oral health maintenance and tissue/mucous-membrane integrity directly address oral mucosa.,2026-09-08
medium,edition_baseline_plus_semantic_match,00248,Risk for impaired tissue integrity,Risco de integridade tecidual comprometida,11,2,566,708,3590,Skin Surveillance,Supervisão da Pele,2,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Skin surveillance and risk control directly address threatened tissue/skin integrity.,2026-09-08
medium,edition_baseline_plus_semantic_match,00250,Risk for urinary tract injury,Risco de lesão do trato urinário,11,2,563,703,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00255,Chronic pain syndrome,Síndrome da dor crônica,12,1,642,807,1400,Pain Management,Controle da Dor,5,2102,Pain Level,Nível de Dor,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pain Management and Pain Level directly address pain diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00256,Labour pain,dor do parto,12,1,645,811,1400,Pain Management,Controle da Dor,5,2102,Pain Level,Nível de Dor,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pain Management and Pain Level directly address pain diagnoses.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00258,Acute substance withdrawal syndrome,síndrome de abstinência aguda de substâncias,9,3,521,645,4514,Substance Use Treatment: Drug Withdrawal,Tratamento do Uso de Substâncias: Abstinência de Drogas,2,2108,Substance Withdrawal Severity,Severidade da Abstinência de Substâncias,2,high,curated_current_editions_contextual,3,4510 Substance Use Treatment; 4512 Substance Use Treatment: Alcohol Withdrawal,1407 Substance Addiction Consequences,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,"Current NIC 8th includes Substance Use Treatment: Drug Withdrawal (4514), and NOC 7th includes Substance Withdrawal Severity (2108); these are more specific to withdrawal than generic addiction consequences.",2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00259,Risk for acute substance withdrawal syndrome,Risco de síndrome de abstinência aguda de substâncias,9,3,522,646,4514,Substance Use Treatment: Drug Withdrawal,Tratamento do Uso de Substâncias: Abstinência de Drogas,2,2108,Substance Withdrawal Severity,Severidade da Abstinência de Substâncias,2,high,curated_current_editions_contextual,3,4510 Substance Use Treatment; 4512 Substance Use Treatment: Alcohol Withdrawal,1407 Substance Addiction Consequences,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,"Current NIC 8th includes Substance Use Treatment: Drug Withdrawal (4514), and NOC 7th includes Substance Withdrawal Severity (2108); these are more specific to withdrawal than generic addiction consequences.",2026-09-08
medium,edition_baseline_plus_semantic_match,00269,Ineffective adolescent eating dynamics,Dinâmicas alimentares ineficazes na adolescência,2,1,302,363,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,edition_baseline_plus_semantic_match,00270,Ineffective child eating dynamics,Dinâmica alimentar infantil ineficaz,2,1,300,361,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00272,Risk for female genital mutilation,Risco de mutilação genital feminina,11,3,597,750,6400,Abuse Protection Support,Apoio à Proteção contra Abuso,1,2501,Protection from Abuse,Proteção contra Abuso,1,high,curated_current_editions_contextual,0,,,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Abuse Protection Support plus Protection from Abuse directly align with safeguarding for risk of female genital mutilation; legal and safeguarding protocols remain required.,2026-09-08
medium,edition_baseline_plus_semantic_match,00274,Risk for ineffective thermoregulation,Risco de termorregulação ineficaz,11,6,621,780,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00285,Readiness for enhanced grieving,Preparação para um luto mais profundo,9,2,501,620,5290,Grief Work Facilitation,Facilitação do Processo de Luto,3,1304,Grief Resolution,Resolução do Luto,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Grief Work Facilitation and Grief Resolution directly address grieving.,2026-09-08
medium,edition_baseline_plus_semantic_match,00286,Risk for child pressure injury,Risco de lesão por pressão em crianças,11,2,557,693,3540,Pressure Injury Prevention,Prevenção de Lesão por Pressão,3,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pressure Injury Prevention and Risk Control directly target risk states.,2026-09-08
medium,edition_baseline_plus_semantic_match,00287,Neonatal pressure injury,Lesão por pressão neonatal,11,2,550,685,3520,Pressure Injury Care,Cuidados com Lesão por Pressão,3,1103,Wound Healing: Secondary Intention,Cicatrização de Feridas: Segunda Intenção,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pressure-injury care and secondary-intention wound healing directly target established pressure injury.,2026-09-08
medium,edition_baseline_plus_semantic_match,00288,Risk for neonatal pressure injury,Risco de lesão por pressão neonatal,11,2,552,687,3540,Pressure Injury Prevention,Prevenção de Lesão por Pressão,3,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pressure Injury Prevention and Risk Control directly target risk states.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00290,Risk for escape attempt,Risco de tentativa de fuga,11,2,594,747,6610,Risk Identification,Identificação de Risco,10,1920,Elopement Risk,Risco de Fuga,1,high,curated_current_editions_contextual,1,,1908 Risk Detection,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Risk Identification plus Elopement Risk (1920) is more specific than generic Risk Detection; facility-specific safety procedures remain required.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00291,Risk for thrombosis,Risco de trombose,11,2,591,742,6610,Risk Identification,Identificação de Risco,10,1932,Risk Control: Thrombus,Controle do Risco: Trombo,1,high,curated_current_editions_contextual,1,,1902 Risk Control,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Risk Identification and Risk Control: Thrombus (1932) directly target thrombosis risk; local VTE protocol remains required.,2026-09-08
medium,edition_baseline_plus_semantic_match,00295,Ineffective infant suck-swallow response,Resposta de sucção-deglutição ineficaz em bebês,13,2,675,847,1050,Feeding,Alimentação,2,1010,Swallowing Status,Estado da Deglutição,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Feeding support plus Swallowing Status targets the suck-swallow response while avoiding the prior inappropriate self-care/eating outcome for an infant.,2026-09-08
medium,edition_baseline_plus_semantic_match,00301,Maladaptive grieving,Luto desadaptativo,9,2,498,616,5290,Grief Work Facilitation,Facilitação do Processo de Luto,3,1304,Grief Resolution,Resolução do Luto,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Grief Work Facilitation and Grief Resolution directly address grieving.,2026-09-08
medium,edition_baseline_plus_semantic_match,00302,Risk for maladaptive grieving,Risco de luto desadaptativo,9,2,500,618,5290,Grief Work Facilitation,Facilitação do Processo de Luto,3,1304,Grief Resolution,Resolução do Luto,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Grief Work Facilitation and Grief Resolution directly address grieving.,2026-09-08
medium,edition_baseline_plus_semantic_match,00303,Risk for adult falls,Risco de quedas em adultos,11,2,271,729,6490,Fall Prevention,Prevenção de Quedas,2,1909,Fall Prevention Behaviour,Comportamento de Prevenção de Quedas,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Fall Prevention and Fall Prevention Behaviour directly address fall risk.,2026-09-08
medium,edition_baseline_plus_semantic_match,00304,Risk for adult pressure injury,Risco de lesão por pressão em adultos,11,2,561,700,3540,Pressure Injury Prevention,Prevenção de Lesão por Pressão,3,1902,Risk Control,Controle de Risco,12,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pressure Injury Prevention and Risk Control directly target risk states.,2026-09-08
medium,edition_baseline_plus_semantic_match,00306,Risk for child falls,Risco de quedas em crianças,11,2,579,726,6490,Fall Prevention,Prevenção de Quedas,2,1909,Fall Prevention Behaviour,Comportamento de Prevenção de Quedas,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Fall Prevention and Fall Prevention Behaviour directly address fall risk.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00311,Risk for impaired cardiovascular function,Risco de comprometimento da função cardiovascular,4,4,372,457,4050,Cardiac Risk Management,Manejo do Risco Cardíaco,1,1914,Risk Control: Cardiovascular Disease,Controle do Risco: Doença Cardiovascular,1,high,curated_current_editions_contextual,1,,0414 Cardiopulmonary Function,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Cardiac Risk Management and Risk Control: Cardiovascular Disease directly target cardiovascular risk; Cardiopulmonary Function remains a contextual physiologic outcome.,2026-09-08
medium,edition_baseline_plus_semantic_match,00312,Adult pressure injury,Lesão por pressão em adultos,11,2,559,697,3520,Pressure Injury Care,Cuidados com Lesão por Pressão,3,1103,Wound Healing: Secondary Intention,Cicatrização de Feridas: Segunda Intenção,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pressure-injury care and secondary-intention wound healing directly target established pressure injury.,2026-09-08
medium,edition_baseline_plus_semantic_match,00313,Child pressure injury,Lesão por pressão infantil,11,2,554,690,3520,Pressure Injury Care,Cuidados com Lesão por Pressão,3,1103,Wound Healing: Secondary Intention,Cicatrização de Feridas: Segunda Intenção,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Pressure-injury care and secondary-intention wound healing directly target established pressure injury.,2026-09-08
medium,edition_baseline_plus_semantic_match,00323,Ineffective sleep hygiene behaviours,Comportamentos ineficazes de higiene do sono,4,1,350,428,1850,Sleep Enhancement,Melhora do Sono,5,0004,Sleep,Sono,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Sleep Enhancement and Sleep directly match sleep-pattern and sleep-hygiene diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00327,Decreased dressing abilities,Capacidade reduzida de se vestir,4,5,392,484,1802,Self-Care Assistance: Dressing/Grooming,Assistência no Autocuidado: Vestir-se/Arrumar-se,2,0302,Self-Care Behaviour: Dressing,Comportamento de Autocuidado: Vestir-se,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Dressing/Grooming assistance and dressing outcome directly match decreased dressing ability.,2026-09-08
medium,edition_baseline_plus_semantic_match,00328,Decreased feeding abilities,Capacidade de alimentação reduzida,4,5,394,486,1803,Self-Care Assistance: Feeding,Assistência no Autocuidado: Alimentação,1,0303,Self-Care Behaviour: Eating,Comportamento de Autocuidado: Alimentação,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Feeding self-care assistance and eating outcome directly match decreased feeding ability.,2026-09-08
medium,edition_baseline_plus_semantic_match,00330,Decreased grooming abilities,Capacidade reduzida de cuidar da higiene pessoal,4,5,395,488,1802,Self-Care Assistance: Dressing/Grooming,Assistência no Autocuidado: Vestir-se/Arrumar-se,2,0305,Self-Care Behaviour: Hygiene,Comportamento de Autocuidado: Higiene,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Dressing/Grooming assistance includes grooming support; Hygiene measures functional grooming/hygiene performance.,2026-09-08
medium,edition_baseline_plus_semantic_match,00331,Decreased self-care ability syndrome,Síndrome da capacidade reduzida de autocuidado,4,5,388,478,1800,Self-Care Assistance,Assistência no Autocuidado,3,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,General self-care assistance and ADL self-care behaviour match the syndrome/readiness construct.,2026-09-08
medium,edition_baseline_plus_semantic_match,00332,Risk for decreased self-care ability syndrome,Síndrome de risco de diminuição da capacidade de autocuidado,4,5,389,480,1800,Self-Care Assistance,Assistência no Autocuidado,3,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,General self-care assistance and ADL self-care behaviour match the syndrome/readiness construct.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00333,Inadequate human milk production,Produção inadequada de leite humano,2,1,293,352,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1001,Breastfeeding Establishment: Maternal,Estabelecimento da Amamentação: Materno,2,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,Breastfeeding Counselling (5244) is the current NIC 8th counselling intervention; maternal breastfeeding establishment directly measures the maternal side of milk production/feeding establishment.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00334,Risk for inadequate human milk production,Risco de produção inadequada de leite materno,2,1,296,356,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1001,Breastfeeding Establishment: Maternal,Estabelecimento da Amamentação: Materno,2,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,Breastfeeding Counselling (5244) is the current NIC 8th counselling intervention; maternal breastfeeding establishment directly measures the maternal side of milk production/feeding establishment.,2026-09-08
medium,edition_baseline_plus_semantic_match,00336,Risk for physical injury,Risco de lesão física,11,2,543,674,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00337,Ineffective sleep pattern,Padrão de sono ineficaz,4,1,345,422,1850,Sleep Enhancement,Melhora do Sono,5,0004,Sleep,Sono,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Sleep Enhancement and Sleep directly match sleep-pattern and sleep-hygiene diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00343,Inadequate nutritional intake,ingestão nutricional inadequada,2,1,275,329,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,edition_baseline_plus_semantic_match,00344,Impaired intestinal elimination,Eliminação intestinal prejudicada,3,2,330,402,0430,Bowel Management,Controle Intestinal,4,0501,Bowel Elimination,Eliminação Intestinal,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Bowel Management and Bowel Elimination directly address intestinal elimination.,2026-09-08
medium,edition_baseline_plus_semantic_match,00345,Risk for impaired fecal continence,Risco de incontinência fecal,3,2,340,414,0410,Bowel Incontinence Care,Cuidados na Incontinência Intestinal,2,0500,Bowel Continence,Continência Intestinal,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Bowel Incontinence Care and Bowel Continence directly address fecal continence.,2026-09-08
medium,edition_baseline_plus_semantic_match,00346,Risk for impaired intestinal elimination,Risco de comprometimento da eliminação intestinal,3,2,332,404,0430,Bowel Management,Controle Intestinal,4,0501,Bowel Elimination,Eliminação Intestinal,4,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Bowel Management and Bowel Elimination directly address intestinal elimination.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00347,Disrupted exclusive chestfeeding,Interrupção do aleitamento materno exclusivo,2,1,288,347,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,5,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,NIC 8th no longer lists legacy 1054; Breastfeeding Counselling (5244) is current and directly supports breastfeeding establishment.,2026-09-08
medium,edition_baseline_plus_semantic_match,00348,Delayed child growth,Atraso no crescimento infantil,13,1,658,827,1160,Nutritional Monitoring,Monitoração Nutricional,2,0110,Growth,Crescimento,2,high,curated_current_editions_contextual,0,,,https://www.scielo.org.mx/scielo.php?pid=S2448-60942024000100206&script=sci_arttext&tlng=en,Current concept analysis explicitly identifies NOC Growth (0110) and nutritional monitoring/management interventions for delayed child growth.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00349,Risk for impaired maternal-fetal dyad,Risco de comprometimento da díade materno-fetal,8,3,478,592,6800,High-Risk Pregnancy Care,Cuidados na Gestação de Alto Risco,1,2509,Maternal Status: Antepartum,Estado Materno: Anteparto,4,high,curated_current_editions_contextual,4,6771 Electronic Fetal Monitoring: Antepartum; 6834 Intrapartum Care: High-Risk Delivery,0111 Fetal Status: Prenatal; 0112 Fetal Status: Intrapartum,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,Legacy NIC 6780 is not present in NIC 8th. High-Risk Pregnancy Care (6800) with Maternal Status: Antepartum (2509) more directly addresses maternal-fetal dyad risk.,2026-09-08
medium,edition_baseline_plus_semantic_match,00350,Risk for burn injury,Risco de queimaduras,11,2,544,676,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00351,Risk for cold injury,Risco de lesão por frio,11,2,545,677,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00359,Inadequate protein energy nutritional intake,Ingestão nutricional inadequada de proteínas e energia,2,1,280,336,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,edition_baseline_plus_semantic_match,00360,Risk for inadequate protein energy nutritional intake,Risco de ingestão nutricional inadequada de proteínas e energia,2,1,282,339,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,edition_baseline_plus_semantic_match,00361,Impaired immune response,Resposta imune prejudicada,11,1,538,668,6550,Infection Protection,Proteção contra Infecção,1,0702,Immune Status,Estado Imunológico,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Infection Protection/immune support and Immune Status directly address impaired immune response.,2026-09-08
medium,edition_baseline_plus_semantic_match,00365,Impaired walking ability,Capacidade de locomoção prejudicada,4,2,363,445,0221,Exercise Therapy: Ambulation,Terapia com Exercício: Deambulação,6,0200,Ambulation,Deambulação,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Exercise Therapy: Ambulation and Ambulation directly target walking ability.,2026-09-08
