classification,code,current_label_en,current_label_pt,status,risk_review,old_label_en,recovered_en,recovered_pt,diagnosis_count,diagnosis_codes,diagnoses_en,diagnoses_pt,review_en,review_pt,fact_check_notes,source_notes,review_status
NOC,1205,Self-Esteem,Autoestima,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Self-Esteem,NOC 1205 — Self-Esteem. Example evaluation: Rate self-worth and confidence in abilities; example target 2/5 to 4/5.,NOC 1205 — Autoestima (English: Self-Esteem). Exemplo de avaliação: Pontuar valor pessoal e confiança nas próprias capacidades; exemplo de meta 2/5 para 4/5.,7,00167; 00325; 00480; 00481; 00482; 00483; 00494,Readiness for enhanced self-concept | Inadequate self-compassion | Risk for chronic inadequate self-esteem | Situational inadequate self-esteem | Risk for situational inadequate self-esteem | Chronic inadequate self-esteem | Disrupted personal identity,Prontidão para um autoconceito aprimorado | Autocompaixão inadequada | Risco de baixa autoestima crônica | autoestima inadequada situacional | Risco de autoestima inadequada situacional | autoestima cronicamente inadequada | Identidade pessoal perturbada,"NOC 1205 — Self-Esteem. Local evaluation examples: assess self-described worth, confidence and ability to recognize real strengths or achievements; observe willingness to attempt tasks, make choices and participate in relationships or self-care; document frequency/intensity of harsh self-criticism, shame or avoidance and whether specific feedback and mastery experiences reduce them; compare with the person’s baseline and goals; use selected licensed NOC indicators/scale for formal scoring and escalate persistent worthlessness with severe depression or self-harm risk.","NOC 1205 — Autoestima. Exemplos locais de avaliação: avaliar valor pessoal descrito pela pessoa, confiança e capacidade de reconhecer forças ou conquistas reais; observar disposição para tentar tarefas, fazer escolhas e participar de relacionamentos ou autocuidado; documentar frequência/intensidade de autocrítica severa, vergonha ou evitação e se feedback específico e experiências de domínio as reduzem; comparar com linha de base e metas; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar sentimento persistente de inutilidade com depressão grave ou risco de autolesão.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/self-care-health-interventions,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,1210,Fear Level,Nível de Medo,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Fear Level,NOC 1210 — Fear Level. Example evaluation: Rate intensity and functional impact; example target: 4/5 to 2/5.,NOC 1210 — Nível de medo (English: Fear Level). Exemplo de avaliação: Pontuar intensidade e impacto funcional; exemplo de meta: 4/5 para 2/5.,1,00390,Excessive fear,Medo excessivo,"NOC 1210 — Fear Level. Local evaluation examples: identify the specific feared situation or threat and rate subjective intensity using a consistent method the person understands; document physical arousal, avoidance, reassurance-seeking and interference with sleep, care or daily function; assess whether accurate information, gradual coping strategies and support reduce functional impact; compare episodes over time and identify triggers; use selected licensed NOC indicators/scale for formal scoring and assess urgently when fear accompanies medical red flags, psychosis or safety risk.","NOC 1210 — Nível de Medo. Exemplos locais de avaliação: identificar situação ou ameaça específica temida e avaliar intensidade subjetiva com método consistente que a pessoa compreenda; documentar ativação física, evitação, busca repetida de tranquilização e interferência no sono, cuidado ou função diária; avaliar se informações corretas, estratégias graduais de enfrentamento e apoio reduzem impacto funcional; comparar episódios ao longo do tempo e identificar gatilhos; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e avaliar com urgência quando medo vier acompanhado de sinais médicos de alarme, psicose ou risco de segurança.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/cg113/chapter/Recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,1211,Anxiety Level,Nível de Ansiedade,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Anxiety Level,NOC 1211 — Anxiety Level. Example evaluation: Use a consistent rating and document associated behaviors/symptoms; example target: 4/5 to 2/5.,NOC 1211 — Nível de ansiedade (English: Anxiety Level). Exemplo de avaliação: Usar pontuação consistente e registrar comportamentos/sintomas associados; exemplo de meta: 4/5 para 2/5.,2,00399; 00400,Excessive death anxiety | Excessive anxiety,Ansiedade excessiva em relação à morte | Ansiedade excessiva,"NOC 1211 — Anxiety Level. Local evaluation examples: use a consistent symptom rating or validated screening measure when appropriate and document worry, restlessness, muscle tension, autonomic symptoms, sleep disturbance and concentration difficulty; assess impact on self-care, work/study and relationships; compare frequency/duration of anxiety episodes and ability to use agreed coping strategies; evaluate response to education, psychological or prescribed treatment; use selected licensed NOC indicators/scale for formal scoring and escalate severe functional impairment or safety risk.","NOC 1211 — Nível de Ansiedade. Exemplos locais de avaliação: utilizar avaliação consistente de sintomas ou instrumento validado quando apropriado e documentar preocupação, inquietação, tensão muscular, sintomas autonômicos, alteração do sono e dificuldade de concentração; avaliar impacto no autocuidado, trabalho/estudo e relacionamentos; comparar frequência/duração dos episódios e capacidade de usar estratégias de enfrentamento acordadas; avaliar resposta à educação, intervenção psicológica ou tratamento prescrito; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar comprometimento funcional grave ou risco de segurança.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/cg113/chapter/Recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,1302,Coping,Enfrentamento,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Coping,NOC 1302 — Coping. Example evaluation: Score use of adaptive coping strategies; example target 2/5 to 4/5.,NOC 1302 — Enfrentamento (English: Coping). Exemplo de avaliação: Pontuar uso de estratégias adaptativas de enfrentamento; exemplo de meta 2/5 para 4/5.,2,00158; 00405,Readiness for enhanced coping | Maladaptive coping,Prontidão para um enfrentamento aprimorado | Enfrentamento desadaptativo,"NOC 1302 — Coping. Local evaluation examples: identify whether the person can name the main stressor, use at least one adaptive coping strategy and seek appropriate help; document problem-solving, emotional regulation and participation in necessary daily tasks; assess reliance on harmful coping such as substance use, aggression or avoidance that worsens risk/function; compare coping effectiveness across situations over time; use selected licensed NOC indicators/scale for formal scoring and escalate inability to maintain safety or severe deterioration.","NOC 1302 — Enfrentamento. Exemplos locais de avaliação: identificar se a pessoa consegue nomear o principal estressor, utilizar ao menos uma estratégia adaptativa e buscar ajuda apropriada; documentar resolução de problemas, regulação emocional e participação em tarefas diárias necessárias; avaliar dependência de enfrentamentos prejudiciais como uso de substâncias, agressividade ou evitação que aumentem risco/piora funcional; comparar eficácia das estratégias em diferentes situações ao longo do tempo; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar incapacidade de manter segurança ou deterioração grave.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/cg113/chapter/Recommendations | https://www.who.int/activities/reducing-social-isolation-and-loneliness-among-older-people,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,1304,Grief Resolution,Resolução do Luto,REWRITE_VERIFY_LABEL_DRIFT,STANDARD,Resolution of Grief,"NOC 1304 — Resolution of Grief. Example evaluation: Document expression, acceptance, and adaptation indicators; example target 2/5 to 4/5.","NOC 1304 — Resolução do luto (English: Resolution of Grief). Exemplo de avaliação: Registrar indicadores de expressão, aceitação e adaptação; exemplo de meta 2/5 para 4/5.",3,00285; 00301; 00302,Readiness for enhanced grieving | Maladaptive grieving | Risk for maladaptive grieving,Preparação para um luto mais profundo | Luto desadaptativo | Risco de luto desadaptativo,"NOC 1304 — Grief Resolution. Local evaluation examples: document the person’s ability to acknowledge the loss, express or contain emotion in culturally congruent ways and gradually resume necessary roles without imposing a timetable; assess sleep, appetite, concentration, social connection and capacity to engage with memories or rituals without overwhelming distress; note access to desired support and whether practical functioning is improving, stable or deteriorating; recognize that continuing bonds and episodic sadness can be normal; use selected licensed NOC indicators/scale for formal scoring and escalate severe depression, self-neglect or suicidal thinking.","NOC 1304 — Resolução do Luto. Exemplos locais de avaliação: documentar capacidade da pessoa de reconhecer a perda, expressar ou conter emoções de modo culturalmente congruente e retomar gradualmente papéis necessários sem impor prazo; avaliar sono, apetite, concentração, conexão social e capacidade de lidar com lembranças ou rituais sem sofrimento esmagador; observar acesso ao apoio desejado e se funcionamento prático melhora, permanece estável ou piora; reconhecer que vínculos contínuos e tristeza episódica podem ser normais; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar depressão grave, autoabandono ou ideação suicida.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/palliative-care,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,1305,Psychosocial Adjustment: Life Change,Ajuste Psicossocial: Mudança de Vida,AUTHOR_NEW,STANDARD,,,,3,00141; 00145; 00484,Post-trauma syndrome | Risk for post-trauma syndrome | Risk for disrupted immigration transition,Síndrome pós-traumática | Risco de síndrome pós-traumática | Risco de transição migratória interrompida,"NOC 1305 — Psychosocial Adjustment: Life Change. Local example evaluation: assess how the person is adapting emotionally, socially and practically to the specific life change and what losses, threats or opportunities they identify; document ability to maintain or rebuild essential routines, relationships and roles and to use available support; track trauma symptoms, avoidance, sleep, concentration and functioning when the change involved threat or displacement; evaluate whether problem-solving, social connection and professional support improve adaptation; use selected licensed NOC indicators and scale for formal scoring and escalate severe trauma, depression or safety concerns.","NOC 1305 — Ajuste Psicossocial: Mudança de Vida. Exemplo local de avaliação: avaliar como a pessoa está se adaptando emocional, social e praticamente à mudança específica e quais perdas, ameaças ou oportunidades identifica; documentar capacidade de manter ou reconstruir rotinas, relações e papéis essenciais e usar apoio disponível; acompanhar sintomas de trauma, evitação, sono, concentração e função quando houve ameaça ou deslocamento; avaliar se resolução de problemas, conexão social e apoio profissional melhoram adaptação; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar trauma grave, depressão ou risco.",Psychosocial-adjustment evaluation focuses on adaptation and function.,https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1309,Personal Resiliency,Resiliência Pessoal,AUTHOR_NEW,STANDARD,,,,3,00210; 00211; 00212,Impaired resilience | Risk for impaired resilience | Readiness for enhanced resilience,Resiliência prejudicada | Risco de resiliência prejudicada | Preparação para uma maior resiliência,"NOC 1309 — Personal Resiliency. Local example evaluation: assess whether the person can identify strengths, use adaptive coping, maintain key routines and seek help during adversity; document recovery of function after setbacks and ability to adjust goals rather than simply endure distress; evaluate quality of supportive relationships and access to practical resources; track whether coping becomes more flexible and less reliant on harmful behaviours; use selected licensed NOC indicators and scale for formal scoring and investigate persistent non-recovery, severe depression, trauma symptoms or safety risk.","NOC 1309 — Resiliência Pessoal. Exemplo local de avaliação: avaliar se a pessoa identifica forças, usa enfrentamento adaptativo, mantém rotinas-chave e busca ajuda durante adversidade; documentar recuperação funcional após dificuldades e capacidade de ajustar metas em vez de apenas suportar sofrimento; avaliar qualidade de relações de apoio e acesso a recursos práticos; acompanhar se enfrentamento se torna mais flexível e menos dependente de comportamentos prejudiciais; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e investigar não recuperação persistente, depressão grave, trauma ou risco.",Resiliency evaluation avoids equating resilience with endurance of unsafe conditions.,https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1405,Self-Control of Impulses,Autocontrole dos Impulsos,AUTHOR_NEW,STANDARD,,,,1,00222,Ineffective impulse control,Controle de impulsos ineficaz,"NOC 1405 — Self-Control of Impulses. Local example evaluation: document frequency and severity of impulsive actions, triggers and consequences and whether the person recognizes early warning cues; assess ability to pause, delay action, leave a trigger, use a coping plan or seek help before acting; track use of agreed environmental or safety measures and reduction in harmful incidents or near-misses; distinguish improvement in self-control from simple external restriction; use selected licensed NOC indicators and scale for formal scoring and escalate imminent violence, self-harm or severe behavioural deterioration.","NOC 1405 — Autocontrole dos Impulsos. Exemplo local de avaliação: documentar frequência e gravidade de ações impulsivas, gatilhos e consequências e se a pessoa reconhece sinais precoces; avaliar capacidade de pausar, adiar ação, afastar-se do gatilho, usar plano de enfrentamento ou buscar ajuda antes de agir; acompanhar uso de medidas ambientais ou de segurança e redução de incidentes ou quase-eventos; distinguir melhora do autocontrole de simples restrição externa; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar violência iminente, autolesão ou deterioração grave.",Impulse-control outcome reviewed for safety and least-restrictive framing.,https://www.nice.org.uk/guidance/ng10/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1500,Parent-Infant Attachment,Vínculo Pais-Lactente,AUTHOR_NEW,HIGH,,,,1,00439,Risk for disrupted attachment behaviours,Risco de comportamentos de apego perturbado,"NOC 1500 — Parent-Infant Attachment. Local evaluation examples: observe whether the caregiver notices and responds consistently to the infant’s hunger, comfort and stress cues; assess warm, safe physical contact, comforting, eye/face-to-face interaction and participation in routine care as culturally appropriate; document the caregiver’s confidence and ability to soothe and engage the infant without overstimulation; assess whether separation, illness, mental-health difficulties or social stressors are interfering with interaction and whether support improves participation; use the selected licensed NOC indicators/scale for formal scoring and arrange additional support when attachment opportunities remain disrupted.","NOC 1500 — Vínculo Pais-Lactente. Exemplos locais de avaliação: observar se o cuidador percebe e responde de forma consistente aos sinais de fome, conforto e estresse do lactente; avaliar contato físico caloroso e seguro, capacidade de confortar, interação olho/face a face e participação nos cuidados de rotina conforme a cultura; documentar confiança do cuidador e capacidade de acalmar e interagir com o lactente sem superestimulação; avaliar se separação, doença, dificuldades de saúde mental ou estressores sociais estão interferindo na interação e se o apoio melhora a participação; utilizar os indicadores/escala NOC licenciados selecionados para a pontuação formal e organizar apoio adicional quando as oportunidades de vínculo permanecerem prejudicadas.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.who.int/publications/i/item/97892400020986/ | https://www.who.int/publications/b/63796,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NOC,1501,Role Performance,Desempenho de Papel,AUTHOR_NEW,STANDARD,,,,1,00055,Ineffective role performance,Desempenho de função ineficaz,"NOC 1501 — Role Performance. Local example evaluation: identify the role or roles the person values and the specific responsibilities affected by illness or life change; assess ability to perform essential role tasks, communicate expectations and accept or negotiate changed responsibilities; document satisfaction, conflict, overload and support required rather than comparing with a stereotyped role; evaluate whether rehabilitation, workplace or family adaptation or redistributed tasks improve participation; use selected licensed NOC indicators and scale for formal scoring and revise goals as circumstances change.","NOC 1501 — Desempenho de Papel. Exemplo local de avaliação: identificar papéis valorizados e responsabilidades específicas afetadas por doença ou mudança; avaliar capacidade de realizar tarefas essenciais, comunicar expectativas e aceitar ou negociar responsabilidades alteradas; documentar satisfação, conflito, sobrecarga e apoio necessário sem comparar com papel estereotipado; avaliar se reabilitação, adaptação de trabalho ou família ou redistribuição de tarefas melhora participação; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e revisar metas conforme circunstâncias.",Role-performance evaluation uses person-defined roles and shared goals.,https://www.nice.org.uk/guidance/ng197/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1502,Social Interaction Skills,Habilidades de Interação Social,AUTHOR_NEW,STANDARD,,,,4,00052; 00445; 00446; 00449,Impaired social interaction | Risk for ineffective intimate partner relationship | Readiness for enhanced intimate partner relationship | Ineffective intimate relationship,Interação social prejudicada | Risco de relacionamento íntimo ineficaz | Prontidão para um relacionamento íntimo mais profundo | relacionamento íntimo ineficaz,"NOC 1502 — Social Interaction Skills. Local example evaluation: observe whether the person can initiate, maintain and end interactions, express needs or boundaries, listen and respond to others in relationships that matter to them; document communication barriers, anxiety, conflict patterns and ability to use repair or problem-solving strategies; assess reciprocity and safety rather than judging sociability by frequency alone; compare comfort and effectiveness across relevant settings and relationships; use selected licensed NOC indicators and scale for formal scoring and address coercion, abuse or severe social anxiety separately.","NOC 1502 — Habilidades de Interação Social. Exemplo local de avaliação: observar se a pessoa consegue iniciar, manter e encerrar interações, expressar necessidades ou limites, ouvir e responder em relações importantes; documentar barreiras de comunicação, ansiedade, padrões de conflito e capacidade de usar reparo ou resolução de problemas; avaliar reciprocidade e segurança em vez de julgar sociabilidade apenas pela frequência; comparar conforto e eficácia em contextos e relacionamentos relevantes; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar coerção, abuso ou ansiedade social grave separadamente.","Social-interaction evaluation prioritizes quality, reciprocity and safety.",https://www.who.int/health-topics/ageing/reducing-social-isolation-and-loneliness-among-older-people | https://www.nice.org.uk/guidance/ng197/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1503,Social Involvement,Envolvimento Social,AUTHOR_NEW,STANDARD,,,,1,00383,Inadequate social connectedness,Conexões sociais inadequadas,"NOC 1503 — Social Involvement. Local example evaluation: document participation in personally meaningful family, peer, work, school, faith, leisure or community activities and whether the level matches the person’s preference; assess barriers such as transport, accessibility, stigma, symptoms, communication or cost; evaluate quality of participation, belonging and contribution rather than attendance alone; track whether adaptations or community connections increase involvement; use selected licensed NOC indicators and scale for formal scoring and distinguish chosen solitude from unwanted isolation.","NOC 1503 — Envolvimento Social. Exemplo local de avaliação: documentar participação em atividades familiares, pares, trabalho, escola, fé, lazer ou comunidade pessoalmente significativas e se nível corresponde à preferência; avaliar barreiras como transporte, acessibilidade, estigma, sintomas, comunicação ou custo; avaliar qualidade da participação, pertencimento e contribuição em vez de presença isolada; acompanhar se adaptações ou conexões comunitárias aumentam envolvimento; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e distinguir solitude escolhida de isolamento indesejado.","Social-involvement evaluation uses meaningful participation, not mere attendance.",https://www.who.int/health-topics/ageing/reducing-social-isolation-and-loneliness-among-older-people,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1504,Social Support,Apoio Social,AUTHOR_NEW,STANDARD,,,,2,00341; 00358,Readiness for enhanced transgender social identity | Inadequate social support network,Prontidão para uma identidade social transgênero aprimorada | Rede de apoio social inadequada,"NOC 1504 — Social Support. Local example evaluation: ask whether the person has reliable people or services for emotional, practical, informational and emergency support and whether those relationships feel safe and affirming; document the number and quality of usable supports, not simply contacts; assess whether the person can ask for and receive specific help and whether support reduces burden; identify discrimination, rejection, coercion or caregiver conflict that makes a nominal support unsafe; use selected licensed NOC indicators and scale for formal scoring and connect gaps to appropriate community or professional resources.","NOC 1504 — Apoio Social. Exemplo local de avaliação: perguntar se a pessoa possui pessoas ou serviços confiáveis para apoio emocional, prático, informacional e emergencial e se relações são seguras e afirmativas; documentar quantidade e qualidade de apoios realmente utilizáveis, não apenas contatos; avaliar se consegue pedir e receber ajuda específica e se apoio reduz sobrecarga; identificar discriminação, rejeição, coerção ou conflito que torne apoio nominal inseguro; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e conectar lacunas a recursos comunitários ou profissionais.",Social-support evaluation distinguishes safe usable support from nominal contact.,https://www.who.int/health-topics/ageing/reducing-social-isolation-and-loneliness-among-older-people,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1602,Health Promoting Behaviour,Comportamento de Promoção da Saúde,AUTHOR_NEW,STANDARD,,,,3,00292; 00293; 00395,Ineffective health maintenance behaviours | Readiness for enhanced health self-management | Risk for ineffective health maintenance behaviours,Comportamentos ineficazes de manutenção da saúde | Preparação para uma melhor autogestão da saúde | Risco de comportamentos ineficazes de manutenção da saúde,"NOC 1602 — Health Promoting Behaviour. Local example evaluation: assess which preventive and self-care behaviours are relevant to the person’s conditions and goals, such as medicines, activity, nutrition, sleep, tobacco or alcohol, screening or follow-up; document whether the person performs the agreed behaviours consistently and can explain why they matter; track self-monitoring and response to individualized warning signs where appropriate; identify structural barriers before attributing non-performance to motivation; use selected licensed NOC indicators and scale for formal scoring and revise goals through shared decision making.","NOC 1602 — Comportamento de Promoção da Saúde. Exemplo local de avaliação: avaliar quais comportamentos preventivos e de autocuidado são relevantes às condições e metas, como medicamentos, atividade, nutrição, sono, tabaco ou álcool, rastreamento ou seguimento; documentar se realiza comportamentos acordados consistentemente e explica por que importam; acompanhar automonitoramento e resposta a sinais de alerta individualizados quando pertinente; identificar barreiras estruturais antes de atribuir não realização à motivação; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e revisar metas por decisão compartilhada.",Health-promoting behaviour evaluation avoids blaming structural barriers on motivation.,https://www.nice.org.uk/guidance/ng197/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1604,Leisure Participation,Participação em Atividades de Lazer,REWRITE_VERIFY_LABEL_DRIFT,STANDARD,Participation in Leisure Activities,NOC 1604 — Participation in Leisure Activities. Example evaluation: Document frequency and engagement; example target: increase from 2/5 to 4/5 on the selected participation indicator.,NOC 1604 — Participação em atividades de lazer (English: Participation in Leisure Activities). Exemplo de avaliação: Registrar frequência e envolvimento; exemplo de meta: aumentar de 2/5 para 4/5 no indicador de participação selecionado.,2,00097; 00448,Decreased diversional activity engagement | Risk for decreased diversional activity engagement,Diminuição do envolvimento em atividades de lazer | Risco de diminuição do envolvimento em atividades de lazer,"NOC 1604 — Leisure Participation. Local evaluation examples: record whether the person engages in personally meaningful leisure or recreation, how often and with what level of assistance; assess enjoyment, social connection, cognitive/physical participation and fatigue rather than attendance alone; document barriers such as pain, transport, accessibility, mood or lack of opportunity and whether adaptations improve participation; compare with the person’s preferred baseline and goals; use selected licensed NOC indicators/scale for formal scoring.","NOC 1604 — Participação em Atividades de Lazer. Exemplos locais de avaliação: registrar se a pessoa participa de lazer/recreação pessoalmente significativos, com que frequência e nível de assistência; avaliar prazer, conexão social, participação cognitiva/física e fadiga em vez de apenas presença; documentar barreiras como dor, transporte, acessibilidade, humor ou falta de oportunidade e se adaptações melhoram a participação; comparar com a linha de base e objetivos preferidos pela pessoa; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/activities/reducing-social-isolation-and-loneliness-among-older-people,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,1605,Pain Control,Controle da Dor,AUTHOR_NEW,STANDARD,,,,1,00418,Ineffective pain self-management,Autogestão ineficaz da dor,"NOC 1605 — Pain Control. Local example evaluation: assess whether the person can recognize and describe pain, use prescribed pharmacological or non-pharmacological strategies correctly and seek help for warning features; document pain and functional response before and after self-management rather than medication use alone; evaluate pacing, sleep, movement and activity participation and adverse effects or barriers to treatment; compare progress with individualized comfort and function goals rather than a universal pain score; use selected licensed NOC indicators and scale for formal scoring and escalate new severe or changing pain.","NOC 1605 — Controle da Dor. Exemplo local de avaliação: avaliar se a pessoa reconhece e descreve dor, usa estratégias farmacológicas ou não farmacológicas prescritas corretamente e busca ajuda diante de sinais de alerta; documentar dor e resposta funcional antes e depois do autocuidado em vez de apenas uso de medicamento; avaliar ritmo, sono, movimento, participação em atividade e efeitos adversos ou barreiras; comparar progresso com metas individualizadas de conforto e função em vez de escore universal; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar dor nova intensa ou em mudança.",Pain-control evaluation avoids a universal numeric target.,https://www.nice.org.uk/guidance/ng193/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1613,Self-Management of Care,Autogestão dos Cuidados,AUTHOR_NEW,STANDARD,,,,2,00276; 00369,Ineffective health self-management | Risk for ineffective health self-management,Autogestão ineficaz da saúde | Risco de autogestão ineficaz da saúde,"NOC 1613 — Self-Management of Care. Local example evaluation: assess whether the person can organize medicines or treatments, appointments, monitoring, diet or activity and symptom-response tasks included in their plan; document use of reminders, devices, records or support and whether tasks are performed safely; evaluate ability to interpret relevant results and take the agreed action rather than merely collecting data; identify cost, literacy, cognition, access or treatment-burden barriers; use selected licensed NOC indicators and scale for formal scoring and revise the plan or support when self-management is not feasible.","NOC 1613 — Autogestão dos Cuidados. Exemplo local de avaliação: avaliar se a pessoa consegue organizar medicamentos ou tratamentos, consultas, monitoramento, dieta ou atividade e resposta a sintomas incluídos no plano; documentar uso de lembretes, dispositivos, registros ou apoio e se tarefas são realizadas com segurança; avaliar capacidade de interpretar resultados relevantes e tomar ação acordada em vez de apenas coletar dados; identificar barreiras de custo, letramento, cognição, acesso ou carga terapêutica; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e revisar plano ou apoio quando autocuidado não for viável.",Self-management outcome aligned with teach-back and feasible shared plans.,https://www.ahrq.gov/sites/default/files/publications/files/healthlittoolkit2_1.pdf | https://www.nice.org.uk/guidance/ng197/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1618,Nausea & Vomiting Control,Controle de Náuseas e Vômitos,AUTHOR_NEW,STANDARD,,,,1,00384,Ineffective nausea self-management,Autogestão ineficaz da náusea,"NOC 1618 — Nausea & Vomiting Control. Local example evaluation: record frequency, duration, triggers and severity of nausea and vomiting and ability to maintain fluids or food; document use and effectiveness of prescribed antiemetic and non-drug strategies and adverse effects; track hydration, urine output, weight or nutritional impact when symptoms persist; assess whether the person recognizes individualized warning signs and knows when to seek help; use selected licensed NOC indicators and scale for formal scoring and escalate blood in vomit, severe pain, neurological symptoms or dehydration.","NOC 1618 — Controle de Náuseas e Vômitos. Exemplo local de avaliação: registrar frequência, duração, gatilhos e intensidade de náusea e vômitos e capacidade de manter líquidos ou alimentos; documentar uso e eficácia de antiemético prescrito e estratégias não farmacológicas e efeitos adversos; acompanhar hidratação, diurese, peso ou impacto nutricional quando persistente; avaliar se reconhece sinais individualizados e sabe quando buscar ajuda; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar sangue no vômito, dor intensa, sintomas neurológicos ou desidratação.","Nausea/vomiting control uses observable symptoms, intake and red flags.",https://medlineplus.gov/nauseaandvomiting.html,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
