classification,code,current_label_en,current_label_pt,status,risk_review,old_label_en,recovered_en,recovered_pt,diagnosis_count,diagnosis_codes,diagnoses_en,diagnoses_pt,review_en,review_pt,fact_check_notes,source_notes,review_status
NIC,5100,Socialization Enhancement,Melhora da Socialização,AUTHOR_NEW,STANDARD,,,,5,00052; 00335; 00376; 00383; 00475,Impaired social interaction | Risk for excessive loneliness | Readiness for enhanced social comfort | Inadequate social connectedness | Excessive loneliness,Interação social prejudicada | Risco de solidão excessiva | Prontidão para maior conforto social | Conexões sociais inadequadas | Solidão excessiva,"NIC 5100 — Socialization Enhancement. Local example activities: ask which relationships and social activities are meaningful to the person and whether loneliness reflects too little contact, poor-quality contact or difficulty participating; identify communication, mobility, anxiety, stigma, transport, financial or accessibility barriers; support small, chosen opportunities for contact such as a trusted person, peer group, community activity or accessible digital connection rather than forcing social exposure; practise communication or social skills when the person wants this and link to community resources; evaluate whether connection and comfort improve and screen persistent severe loneliness for depression, abuse or other safety concerns.","NIC 5100 — Melhora da Socialização. Exemplos locais de atividades: perguntar quais relacionamentos e atividades sociais são significativos e se a solidão decorre de pouco contato, contato de baixa qualidade ou dificuldade de participação; identificar barreiras de comunicação, mobilidade, ansiedade, estigma, transporte, finanças ou acessibilidade; apoiar pequenas oportunidades escolhidas de contato, como pessoa de confiança, grupo de pares, atividade comunitária ou conexão digital acessível, em vez de forçar exposição social; praticar habilidades de comunicação ou sociais quando desejado e conectar a recursos comunitários; avaliar melhora da conexão e conforto e rastrear solidão grave persistente para depressão, abuso ou outros riscos.",Socialization examples aligned with WHO social-connection work.,https://www.who.int/health-topics/ageing/reducing-social-isolation-and-loneliness-among-older-people,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5220,Body Image Enhancement,Melhora da Imagem Corporal,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Body Image Enhancement,NIC 5220 — Body Image Enhancement. Example activities: Explore body-image concerns; support expression and realistic coping; reinforce function and identity beyond appearance.,NIC 5220 — Aprimoramento da imagem corporal (English: Body Image Enhancement). Exemplos de atividades: Explorar preocupações com imagem corporal; apoiar expressão e enfrentamento realista; reforçar função e identidade além da aparência.,1,00497,Disrupted body image,Imagem corporal distorcida,"NIC 5220 — Body Image Enhancement. Local example activities: ask how illness, injury, surgery or body change affects identity, relationships, sexuality and daily life without assuming the person is distressed; invite expression of feelings and preferences and use the person’s own language for their body; support achievable participation in grooming, clothing, rehabilitation or self-care that restores control and function; correct misinformation and offer peer, psychological, rehabilitation or specialist support when wanted; assess for severe distress, avoidance, disordered eating or self-harm concerns that require escalation.","NIC 5220 — Melhora da Imagem Corporal. Exemplos locais de atividades: perguntar como doença, lesão, cirurgia ou mudança corporal afeta identidade, relacionamentos, sexualidade e vida diária sem presumir sofrimento; favorecer expressão de sentimentos e preferências e utilizar a linguagem escolhida pela pessoa para falar do corpo; apoiar participação possível em autocuidado, roupas, higiene/aparência ou reabilitação que devolva controle e função; corrigir informações equivocadas e oferecer apoio de pares, psicológico, de reabilitação ou especializado quando desejado; avaliar sofrimento intenso, evitação, transtorno alimentar ou preocupação com autolesão que exija escalonamento.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/self-care-health-interventions | https://www.who.int/teams/sexual-and-reproductive-health-and-research/key-areas-of-work/sexual-health/defining-sexual-health,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,5230,Coping Enhancement,Melhora do Enfrentamento,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Coping Enhancement,NIC 5230 — Coping Enhancement. Example activities: Identify existing coping strategies and supports; strengthen problem-solving; agree on one manageable next step.,NIC 5230 — Aprimoramento do enfrentamento (English: Coping Enhancement). Exemplos de atividades: Identificar estratégias e apoios existentes; fortalecer resolução de problemas; pactuar um próximo passo manejável.,5,00141; 00145; 00158; 00390; 00405,Post-trauma syndrome | Risk for post-trauma syndrome | Readiness for enhanced coping | Excessive fear | Maladaptive coping,Síndrome pós-traumática | Risco de síndrome pós-traumática | Prontidão para um enfrentamento aprimorado | Medo excessivo | Enfrentamento desadaptativo,"NIC 5230 — Coping Enhancement. Local example activities: identify current stressors, previous coping strategies, strengths, values and available support; distinguish strategies that help from those that worsen risk or functioning; break immediate problems into manageable steps and practise one or two coping actions the person chooses, such as problem-solving, relaxation, social connection or structured activity; strengthen access to family/community/professional support with consent; reassess functioning and escalate hopelessness, inability to cope safely, self-harm risk or significant deterioration.","NIC 5230 — Melhora do Enfrentamento. Exemplos locais de atividades: identificar estressores atuais, estratégias prévias de enfrentamento, pontos fortes, valores e apoios disponíveis; distinguir estratégias que ajudam daquelas que aumentam risco ou pioram a função; dividir problemas imediatos em etapas manejáveis e praticar uma ou duas ações escolhidas pela pessoa, como resolução de problemas, relaxamento, conexão social ou atividade estruturada; fortalecer acesso a apoio familiar/comunitário/profissional com consentimento; reavaliar funcionamento e escalar desesperança, incapacidade de lidar com segurança, risco de autolesão ou deterioração importante.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/cg113/chapter/Recommendations | https://www.who.int/activities/reducing-social-isolation-and-loneliness-among-older-people,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,5240,Counselling,Aconselhamento,AUTHOR_NEW,STANDARD,,,,3,00445; 00446; 00449,Risk for ineffective intimate partner relationship | Readiness for enhanced intimate partner relationship | Ineffective intimate relationship,Risco de relacionamento íntimo ineficaz | Prontidão para um relacionamento íntimo mais profundo | relacionamento íntimo ineficaz,"NIC 5240 — Counselling. Local example activities: create a private, non-judgmental space for the person or couple to identify the relationship issue, goals and what each person is willing to discuss; assess communication patterns, expectations, stressors, intimacy, caregiving burden and safety, including coercion or violence, before framing the issue as a mutual relationship problem; support active listening, clear requests, boundaries and collaborative problem solving when both parties can participate safely; avoid couple-focused counselling when abuse or coercive control makes joint work unsafe and follow safeguarding pathways; refer persistent complex conflict, sexual-health or mental-health concerns to appropriate specialists.","NIC 5240 — Aconselhamento. Exemplos locais de atividades: criar espaço privado e não julgador para a pessoa ou casal identificar questão relacional, objetivos e o que cada um aceita discutir; avaliar padrões de comunicação, expectativas, estressores, intimidade, sobrecarga de cuidado e segurança, incluindo coerção ou violência, antes de enquadrar a questão como problema do casal; apoiar escuta ativa, pedidos claros, limites e resolução colaborativa quando ambos puderem participar com segurança; evitar aconselhamento conjunto quando abuso ou controle coercitivo tornar o trabalho inseguro e seguir fluxos de proteção; encaminhar conflito complexo persistente, questões de saúde sexual ou mental para especialistas apropriados.","Counselling examples reviewed for shared decision making, coercion and violence safety.",https://www.nice.org.uk/guidance/ng197/chapter/recommendations | https://www.nice.org.uk/guidance/ng10/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,AUTHOR_NEW,HIGH,,,,9,00333; 00334; 00347; 00371; 00382; 00406; 00461; 00462; 00479,Inadequate human milk production | Risk for inadequate human milk production | Disrupted exclusive chestfeeding | Ineffective chestfeeding | Risk for disrupted exclusive chestfeeding | Risk for ineffective chestfeeding | Impaired nipple-areolar complex integrity | Risk for impaired nipple-areolar complex integrity | Readiness for enhanced chestfeeding,Produção inadequada de leite humano | Risco de produção inadequada de leite materno | Interrupção do aleitamento materno exclusivo | amamentação ineficaz | Risco de interrupção do aleitamento materno exclusivo | Risco de amamentação ineficaz | Integridade comprometida do complexo aréolo-mamilar | Risco de comprometimento da integridade do complexo aréolo-mamilar | Prontidão para amamentação aprimorada,"NIC 5244 — Breastfeeding Counselling. Local example activities: ask about the parent’s feeding goals, concerns, pain, breast/nipple symptoms and the infant’s feeding/output history without judgement; observe a feed when possible and coach comfortable positioning, deep attachment and responsive feeding according to the dyad’s needs; assess signs of milk transfer and infant hydration/growth and teach hand expression or milk-expression strategies when indicated; protect milk supply during separation or feeding difficulty and avoid unnecessary supplementation while recognizing when supplementation is medically indicated; arrange timely skilled lactation or medical review for persistent pain, poor transfer, inadequate output/weight gain or infant/maternal illness.","NIC 5244 — Aconselhamento sobre Amamentação. Exemplos locais de atividades: perguntar, sem julgamento, sobre objetivos de alimentação, preocupações, dor, sintomas mamários/mamilares e histórico de mamadas e eliminações do lactente; observar uma mamada quando possível e orientar posicionamento confortável, pega profunda e alimentação responsiva conforme as necessidades da díade; avaliar sinais de transferência de leite e hidratação/crescimento do lactente e ensinar ordenha manual ou estratégias de extração quando indicadas; proteger a produção de leite durante separação ou dificuldade alimentar e evitar suplementação desnecessária, reconhecendo quando ela é clinicamente indicada; organizar avaliação oportuna por profissional capacitado em lactação ou equipe médica diante de dor persistente, transferência inadequada, baixa eliminação/ganho ponderal ou doença materna/infantil.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.who.int/publications/i/item/9789240032323 | https://www.who.int/publications/i/item/9789240122109 | https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NIC,5248,Sexual Counselling,Aconselhamento Sexual,REWRITE_VERIFY_LABEL_DRIFT,STANDARD,Sexual Counseling,"NIC 5248 — Sexual Counseling. Example activities: Provide a private, nonjudgmental assessment; identify concerns; give evidence-based information and discuss referral when needed.",NIC 5248 — Aconselhamento sexual (English: Sexual Counseling). Exemplos de atividades: Oferecer avaliação privada e sem julgamentos; identificar preocupações; fornecer informação baseada em evidências e discutir encaminhamento quando necessário.,1,00386,Impaired sexual function,Disfunção sexual,"NIC 5248 — Sexual Counselling. Local example activities: offer a private, respectful and inclusive opportunity to discuss sexual concerns using neutral language and without assumptions about partner, gender, orientation, practices or goals; assess whether symptoms, medicines, illness, pain, fertility/reproductive concerns, relationship factors, coercion or safety issues are relevant; provide evidence-based information within competence and support informed choices about safer sex, comfort, contraception or adaptations when applicable; respect the person’s right not to discuss sexuality and obtain consent before sensitive examination/referral; arrange specialist sexual-health, pelvic-health, psychological or medical review when the concern is outside scope or persistent.","NIC 5248 — Aconselhamento Sexual. Exemplos locais de atividades: oferecer oportunidade privada, respeitosa e inclusiva para discutir preocupações sexuais com linguagem neutra e sem presumir parceiro, gênero, orientação, práticas ou objetivos; avaliar se sintomas, medicamentos, doença, dor, questões de fertilidade/reprodução, relacionamento, coerção ou segurança são relevantes; fornecer informações baseadas em evidências dentro da competência e apoiar escolhas informadas sobre sexo seguro, conforto, contracepção ou adaptações quando aplicável; respeitar o direito de não discutir sexualidade e obter consentimento antes de exame/encaminhamento sensível; organizar avaliação em saúde sexual, saúde pélvica, psicologia ou medicina quando a questão estiver fora do escopo ou persistir.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/teams/sexual-and-reproductive-health-and-research/key-areas-of-work/sexual-health/defining-sexual-health,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,5250,Decision-Making Support,Apoio à Tomada de Decisão,AUTHOR_NEW,STANDARD,,,,5,00184; 00242; 00243; 00244; 00429,Readiness for enhanced decision-making | Impaired emancipated decision-making | Readiness for enhanced emancipated decision-making | Risk for impaired emancipated decision-making | Impaired decision-making,Preparação para uma tomada de decisão aprimorada | Comprometimento da capacidade de tomar decisões emancipadas | Prontidão para uma tomada de decisão emancipada aprimorada | Risco de comprometimento na tomada de decisões emancipadas | Comprometimento na tomada de decisões,"NIC 5250 — Decision-Making Support. Local example activities: clarify the specific decision and whether it is urgent, reversible and preference-sensitive; assess what information and communication support the person needs and presume and enable participation rather than substituting another person’s choice; present reasonable options, including no change when relevant, with balanced benefits, harms and uncertainties and explore what matters most to the person; use decision aids, interpreters, visual supports or trusted supporters with consent and check understanding using teach-back; document the person’s preference and decision process and follow the applicable capacity/best-interests framework only when decision-specific capacity is actually impaired.","NIC 5250 — Apoio à Tomada de Decisão. Exemplos locais de atividades: clarificar a decisão específica e se é urgente, reversível e sensível a preferências; avaliar quais informações e apoio de comunicação a pessoa precisa e presumir e facilitar participação em vez de substituir sua escolha; apresentar opções razoáveis, incluindo não mudar quando pertinente, com benefícios, riscos e incertezas equilibrados e explorar o que mais importa; utilizar auxiliares de decisão, intérpretes, recursos visuais ou pessoas de confiança com consentimento e verificar compreensão com teach-back; documentar preferência e processo decisório e seguir estrutura aplicável de capacidade e melhor interesse apenas quando a capacidade específica estiver realmente comprometida.",Decision-support examples aligned with NICE shared decision making and capacity guidance.,https://www.nice.org.uk/guidance/ng197/chapter/recommendations | https://www.nice.org.uk/guidance/ng108/chapter/recommendations | https://www.ahrq.gov/sites/default/files/publications/files/healthlittoolkit2_1.pdf,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5270,Emotional Support,Apoio Emocional,AUTHOR_NEW,STANDARD,,,,4,00325; 00377; 00379; 00488,Inadequate self-compassion | Readiness for enhanced psychological comfort | Impaired psychological comfort | Risk for compromised human dignity,Autocompaixão inadequada | Prontidão para um maior conforto psicológico | Conforto psicológico prejudicado | Risco de violação da dignidade humana,"NIC 5270 — Emotional Support. Local example activities: ask what the person is feeling and what kind of support would be helpful rather than assuming reassurance is wanted; listen without interrupting, normalize understandable emotion without minimizing it, and reflect the person’s own words and priorities; offer presence, privacy, practical help or connection with trusted supporters according to preference; reinforce coping strategies and choices that preserve dignity and control; assess for severe distress, abuse, inability to function, self-neglect or self-harm or suicide risk and arrange appropriate mental-health or crisis support.","NIC 5270 — Apoio Emocional. Exemplos locais de atividades: perguntar o que a pessoa está sentindo e que tipo de apoio seria útil em vez de presumir que deseja tranquilização; ouvir sem interromper, normalizar emoção compreensível sem minimizá-la e refletir palavras e prioridades da própria pessoa; oferecer presença, privacidade, ajuda prática ou conexão com pessoas de confiança conforme preferência; reforçar estratégias de enfrentamento e escolhas que preservem dignidade e controle; avaliar sofrimento grave, abuso, incapacidade funcional, autoabandono ou risco de autolesão ou suicídio e organizar apoio de saúde mental ou crise apropriado.",Emotional-support examples reviewed for person-centred and safety escalation boundaries.,https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5290,Grief Work Facilitation,Facilitação do Processo de Luto,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Grief Work Facilitation,NIC 5290 — Grief Work Facilitation. Example activities: Encourage expression of grief; validate the person's experience; assess support needs and connect appropriate resources.,NIC 5290 — Facilitação do processo de luto (English: Grief Work Facilitation). Exemplos de atividades: Estimular expressão do luto; validar a experiência; avaliar necessidade de apoio e conectar recursos apropriados.,3,00285; 00301; 00302,Readiness for enhanced grieving | Maladaptive grieving | Risk for maladaptive grieving,Preparação para um luto mais profundo | Luto desadaptativo | Risco de luto desadaptativo,"NIC 5290 — Grief Work Facilitation. Local example activities: invite the person to describe the loss, relationship, rituals and what is most difficult now without imposing a timetable or expected 'stages'; validate varied emotional, cultural and spiritual responses and allow silence as well as conversation; assess sleep, appetite, functioning, social support and practical needs and help connect desired family, community, faith or bereavement resources; encourage routines and self-care that are realistic during grief; escalate persistent inability to function, severe depression, psychosis, self-neglect or suicidal thinking for specialist assessment.","NIC 5290 — Facilitação do Processo de Luto. Exemplos locais de atividades: convidar a pessoa a descrever a perda, o vínculo, rituais e o que está mais difícil agora sem impor cronograma ou 'fases' esperadas; validar diferentes respostas emocionais, culturais e espirituais e permitir silêncio além da conversa; avaliar sono, apetite, funcionamento, apoio social e necessidades práticas e conectar aos recursos familiares, comunitários, religiosos ou de luto desejados; estimular rotinas e autocuidado realistas durante o luto; escalar incapacidade persistente de funcionar, depressão grave, psicose, autoabandono ou ideação suicida para avaliação especializada.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/palliative-care,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,5310,Hope Inspiration,Inspiração de Esperança,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Hope Inspiration,NIC 5310 — Hope Inspiration. Example activities: Identify meaningful short-term goals; highlight strengths and resources; review progress toward achievable goals.,NIC 5310 — Inspiração de esperança (English: Hope Inspiration). Exemplos de atividades: Identificar metas de curto prazo com significado; destacar forças e recursos; revisar progresso em metas alcançáveis.,1,00185,Readiness for enhanced hope,Prontidão para uma esperança maior,"NIC 5310 — Hope Inspiration. Local example activities: explore what gives the person meaning, what remains important and what they hope for now rather than imposing unrealistic optimism; identify strengths, relationships, beliefs and previous successes that can support the next step; agree on small achievable short-term goals and make progress visible; connect the person with desired family, peer, spiritual or professional resources; reassess when hope collapses into persistent hopelessness, severe withdrawal or self-harm/suicide risk and escalate accordingly.","NIC 5310 — Inspiração de Esperança. Exemplos locais de atividades: explorar o que dá significado à pessoa, o que continua importante e o que ela espera agora, evitando impor otimismo irreal; identificar forças, relacionamentos, crenças e sucessos prévios que possam apoiar o próximo passo; pactuar pequenas metas de curto prazo alcançáveis e tornar o progresso visível; conectar a pessoa a recursos familiares, de pares, espirituais ou profissionais desejados; reavaliar quando a esperança evoluir para desesperança persistente, retraimento grave ou risco de autolesão/suicídio e escalar conforme necessário.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/palliative-care,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,5330,Mood Management,Controle do Humor,AUTHOR_NEW,STANDARD,,,,2,00241; 00372,Impaired mood regulation | Ineffective emotion regulation,Regulação do humor prejudicada | Regulação emocional ineficaz,"NIC 5330 — Mood Management. Local example activities: establish the person’s usual mood pattern, recent triggers, sleep, energy, substance use, medicines and functional impact and screen for mania, psychosis and self-harm or suicide risk when clinically relevant; help identify early warning signs and a small set of strategies that previously stabilized mood, such as regular sleep/activity, social support or structured coping; support adherence to prescribed psychological or medical treatment and monitor response and adverse effects; reduce avoidable environmental triggers during acute distress and use de-escalation when needed; escalate severe agitation, rapidly worsening depression, psychosis, mania or safety risk.","NIC 5330 — Controle do Humor. Exemplos locais de atividades: estabelecer padrão habitual de humor, gatilhos recentes, sono, energia, uso de substâncias, medicamentos e impacto funcional e rastrear mania, psicose e risco de autolesão ou suicídio quando clinicamente pertinente; ajudar a identificar sinais precoces e poucas estratégias que previamente estabilizaram humor, como sono ou atividade regulares, apoio social ou enfrentamento estruturado; apoiar adesão a tratamento psicológico ou médico prescrito e monitorar resposta e efeitos adversos; reduzir gatilhos ambientais evitáveis durante sofrimento agudo e usar desescalada quando necessário; escalar agitação grave, piora rápida de depressão, psicose, mania ou risco de segurança.",Mood-management examples reviewed for acute psychiatric red flags and de-escalation.,https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response | https://www.nice.org.uk/guidance/ng10/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5350,Relocation Stress Reduction,Redução do Estresse por Mudança,AUTHOR_NEW,STANDARD,,,,1,00484,Risk for disrupted immigration transition,Risco de transição migratória interrompida,"NIC 5350 — Relocation Stress Reduction. Local example activities: assess what was lost or disrupted by relocation, including home, language, culture, legal status, work, routines, relationships or access to services, and identify immediate practical and safety needs; provide orientation to the new environment and clear information in the preferred language, using interpreters for sensitive communication when available; help reconnect familiar routines, foods, community, cultural or faith supports chosen by the person; link to housing, legal, financial, health and social resources as appropriate; monitor isolation, trauma symptoms, depression and inability to meet basic needs and refer or escalate when risk is significant.","NIC 5350 — Redução do Estresse por Mudança. Exemplos locais de atividades: avaliar o que foi perdido ou interrompido pela mudança, incluindo lar, idioma, cultura, situação legal, trabalho, rotinas, relacionamentos ou acesso a serviços, e identificar necessidades práticas e de segurança imediatas; orientar sobre o novo ambiente e fornecer informação clara no idioma preferido, utilizando intérpretes para comunicação sensível quando disponível; ajudar a reconectar rotinas, alimentos, comunidade, cultura ou apoio religioso escolhidos; conectar a recursos de moradia, jurídicos, financeiros, saúde e assistência social conforme apropriado; monitorar isolamento, sintomas de trauma, depressão e incapacidade de atender necessidades básicas e encaminhar ou escalar risco significativo.","Relocation-stress examples framed around practical needs, culture, trauma and social support.",https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5360,Recreational Therapy,Terapia Recreacional,REWRITE_VERIFY_LABEL_DRIFT,STANDARD,Leisure Participation Enhancement,NIC 5360 — Leisure Participation Enhancement. Example activities: Assess preferred leisure activities; schedule feasible activities; remove barriers and reinforce participation.,NIC 5360 — Aprimoramento da participação em atividades de lazer (English: Leisure Participation Enhancement). Exemplos de atividades: Avaliar atividades de lazer preferidas; programar atividades viáveis; remover barreiras e reforçar a participação.,2,00097; 00448,Decreased diversional activity engagement | Risk for decreased diversional activity engagement,Diminuição do envolvimento em atividades de lazer | Risco de diminuição do envolvimento em atividades de lazer,"NIC 5360 — Recreational Therapy. Local example activities: assess interests, previous leisure roles, physical/cognitive abilities, sensory needs and barriers to participation; offer meaningful recreational activities that match the person’s preferences rather than generic diversion; adapt equipment, environment, duration and level of assistance so participation is safe and achievable; use individual or group activities to support enjoyment, social connection, movement or cognitive engagement as relevant; evaluate engagement, mood, fatigue and function and modify or refer when disability or symptoms limit participation.","NIC 5360 — Terapia Recreacional. Exemplos locais de atividades: avaliar interesses, papéis prévios de lazer, capacidades físicas/cognitivas, necessidades sensoriais e barreiras à participação; oferecer atividades recreativas significativas que correspondam às preferências da pessoa, e não mera distração genérica; adaptar equipamentos, ambiente, duração e nível de assistência para participação segura e possível; utilizar atividades individuais ou em grupo para favorecer prazer, conexão social, movimento ou estímulo cognitivo conforme pertinente; avaliar participação, humor, fadiga e função e modificar ou encaminhar quando deficiência ou sintomas limitarem a participação.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/activities/reducing-social-isolation-and-loneliness-among-older-people | https://www.nice.org.uk/guidance/ng97/chapter/Recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NIC,5370,Role Enhancement,Melhora do Papel,AUTHOR_NEW,STANDARD,,,,1,00055,Ineffective role performance,Desempenho de função ineficaz,"NIC 5370 — Role Enhancement. Local example activities: identify the roles the person values at home, work, family and community and how illness, disability or life change has altered expectations or performance; clarify realistic role responsibilities with the person and relevant others rather than assuming previous roles must be restored unchanged; break difficult role tasks into achievable steps and arrange rehabilitation, workplace, family or social supports; practise communication and boundary-setting around role changes and redistribute tasks when necessary; evaluate participation, satisfaction and overload and revise the plan as recovery or circumstances change.","NIC 5370 — Melhora do Papel. Exemplos locais de atividades: identificar papéis valorizados em casa, trabalho, família e comunidade e como doença, deficiência ou mudança de vida alterou expectativas ou desempenho; clarificar responsabilidades realistas com a pessoa e outros relevantes sem presumir que papéis anteriores devam ser restaurados sem mudança; dividir tarefas difíceis em etapas alcançáveis e organizar apoio de reabilitação, trabalho, família ou social; praticar comunicação e definição de limites sobre mudanças de papel e redistribuir tarefas quando necessário; avaliar participação, satisfação e sobrecarga e revisar o plano conforme recuperação ou circunstâncias mudarem.",Role-enhancement examples use shared goals and functional support rather than role stereotypes.,https://www.nice.org.uk/guidance/ng197/chapter/recommendations | https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5390,Self-Awareness Enhancement,Melhora da Autoconsciência,AUTHOR_NEW,STANDARD,,,,2,00167; 00494,Readiness for enhanced self-concept | Disrupted personal identity,Prontidão para um autoconceito aprimorado | Identidade pessoal perturbada,"NIC 5390 — Self-Awareness Enhancement. Local example activities: invite the person to describe their values, strengths, emotions, needs, identity and recurring patterns in their own terms; use reflective questions or structured reflection if the person finds these useful and connect observations to real situations rather than abstract labels; explore discrepancies between goals and behaviour without blame and identify what can be changed; support culturally and personally meaningful identity, including changes related to illness, disability, ageing or gender, without imposing a preferred identity; refer severe identity disturbance, dissociation, trauma or other mental-health concerns for specialist assessment.","NIC 5390 — Melhora da Autoconsciência. Exemplos locais de atividades: convidar a pessoa a descrever valores, forças, emoções, necessidades, identidade e padrões recorrentes em seus próprios termos; utilizar perguntas reflexivas ou reflexão estruturada se forem úteis e conectar observações a situações reais em vez de rótulos abstratos; explorar discrepâncias entre objetivos e comportamento sem culpa e identificar o que pode ser modificado; apoiar identidade cultural e pessoal significativa, incluindo mudanças por doença, deficiência, envelhecimento ou gênero, sem impor identidade preferida; encaminhar perturbação grave de identidade, dissociação, trauma ou outras questões de saúde mental para avaliação especializada.",Self-awareness examples reviewed to avoid imposed identities and blame.,https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response | https://www.nice.org.uk/guidance/ng197/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NIC,5395,Self-Efficacy Enhancement,Melhora da Autoeficácia,AUTHOR_NEW,STANDARD,,,,1,00338,Inadequate health self-efficacy,Autoeficácia inadequada em saúde,"NIC 5395 — Self-Efficacy Enhancement. Local example activities: identify a specific health behaviour or task the person wants to manage and ask how confident they feel doing it and why; break the task into small achievable steps and practise the skill with coaching, adaptive equipment or reminders as needed; use previous successes and supportive models to strengthen realistic confidence without promising outcomes; provide specific feedback on effort and mastery and gradually reduce assistance as competence grows; reassess barriers after setbacks and link to rehabilitation, education or mental-health support when low confidence reflects untreated symptoms or structural barriers.","NIC 5395 — Melhora da Autoeficácia. Exemplos locais de atividades: identificar comportamento ou tarefa de saúde específica que a pessoa deseja manejar e perguntar quão confiante se sente e por quê; dividir a tarefa em pequenos passos alcançáveis e praticar com orientação, dispositivo adaptativo ou lembretes conforme necessário; usar sucessos prévios e modelos de apoio para fortalecer confiança realista sem prometer resultados; oferecer feedback específico sobre esforço e domínio e reduzir gradualmente assistência conforme competência cresce; reavaliar barreiras após dificuldades e conectar a reabilitação, educação ou saúde mental quando baixa confiança refletir sintomas não tratados ou barreiras estruturais.",Self-efficacy examples emphasize achievable mastery and barrier removal.,https://www.ahrq.gov/sites/default/files/publications/files/healthlittoolkit2_1.pdf | https://www.who.int/news-room/fact-sheets/detail/mental-health-strengthening-our-response,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
